"Measurement outcome","Frequency"
"0000","337"
"0001","189"
"0010","193"
"0011","338"
"0100","194"
"0101","330"
"0110","327"
"0111","155"
"1000","213"
"1001","334"
"1010","325"
"1011","184"
"1100","355"
"1101","151"
"1110","184"
"1111","287"
