"Measurement outcome","Frequency"
"0000","260"
"0001","238"
"0010","248"
"0011","284"
"0100","273"
"0101","208"
"0110","224"
"0111","247"
"1000","272"
"1001","260"
"1010","242"
"1011","315"
"1100","222"
"1101","259"
"1110","309"
"1111","235"
